userid,start_date_s,end_date_s,status_s,progress_s,duration_s_s,finished_s,recorded_date_s,response_id_s,distribution_channel,user_language,id_1_s,id_2_s,id_3_s,id_4_s,id_5_s,participinfo,consent,q12_first_click,q12_last_click,q12_page_submit,q12_click_count,entexp,entxn,entxb,xposent,xposen,xposeb,prog,programme,q18,q19_first_click,q19_last_click,q19_page_submit,q19_click_count,cse1,cse2,cse3,creativese,q24_first_click,q24_last_click,q24_page_submit,q24_click_count,pinno1,pinno2,pinno3,persinno,q29_first_click,q29_last_click,q29_page_submit,q29_click_count,pl1,cl1,cl2,pl2,cl3,ml1,ml2,pl3,ml3,pl,cl,ml,frequse,frequentuser,useplan,useprof,useacad,usecontext,q44_first_click,q44_last_click,q44_page_submit,q44_click_count,se1,se2,se3,selfefficacy,q49_first_click,q49_last_click,q49_page_submit,q49_click_count,gender,q50_3_text,ageoriginal,hscountry,country_n,country_group,uk,q53_first_click,q53_last_click,q53_page_submit,q53_click_count,q63_first_click,q63_last_click,q63_page_submit,q63_click_count,random_id,id
ms05rf,2024-03-08T14:32:26Z,2024-03-08T15:00:10Z,IP Address,100,1663,TRUE,2024-03-08T15:00:10Z,R_2HAJ3FknIOD7KJ4,anonymous,EN,m,s,05,r,f,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,2,30.415,30.415,57.652,1,5,5,5,5,14.468,14.468,25.456,1,6,2,6,4.666666666666667,7.963,7.963,9.932,1,6,6,6,6,6,5,5,6,5,6,6,5,About once each week.,0,3,3,2,2.6666666666666665,8.619,8.619,10.087,1,6,6,6,6,7.025,7.025,8.247,1,Male,NA,32,Bangladesh,1,South Asia,0,NA,NA,NA,NA,194.686,372.399,376.551,2,59936,NA
ms09yo,2024-02-01T11:24:21Z,2024-02-01T11:34:20Z,IP Address,100,598,TRUE,2024-02-01T11:34:21Z,R_3HpD9QLF97U1quP,anonymous,EN,m,s,09,y,o,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,0,7.71,7.71,8.718,1,3,2,2,2.3333333333333335,4.553,5.003,6.166,2,3,4,4,3.6666666666666665,6.325,6.778,7.852,2,3,4,2,1,4,3,3,3,2,2.3333333333333335,3.3333333333333335,2.6666666666666665,Twice or three times a month.,0,3,3,3,3,2.357,2.357,3.158,1,5,7,6,6,4.698,5.837,6.648,2,Male,NA,21,China,95,China,0,NA,NA,NA,NA,1.601,51.772,52.942,6,68469,NA
ms19wa,2024-01-31T11:28:31Z,2024-01-31T11:46:26Z,IP Address,94,1075,FALSE,2024-02-07T11:46:27Z,R_4h1bEw208gzAqxb,anonymous,EN,m,s,19,w,a,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,At least one of my parents has experience as entrepreneur.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,0,9.392,38.967,40.067,6,5,6,6,5.666666666666667,3.349,3.349,4.03,1,5,4,6,5,4.858,7.101,7.653,3,6,6,6,5,5,6,6,6,6,5.666666666666667,5.666666666666667,6,Several times each week.,frequent generative AI user,2,2,2,2,9.33,10.998,11.014,2,5,5,5,5,6.244,6.943,7.408,2,Female,NA,21,China,95,China,0,NA,NA,NA,NA,NA,NA,NA,NA,86350,NA
mz05xm,2024-01-31T11:32:32Z,2024-01-31T11:44:37Z,IP Address,100,724,TRUE,2024-01-31T11:44:37Z,R_8IUL8xpx0i11gVH,anonymous,EN,m,z,05,x,m,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,16.513,0,None of the above.,0,0,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,0,8.836,8.836,10.178,1,4,3,4,3.6666666666666665,10.417,11.659,12.525,2,5,4,4,4.333333333333333,12.339,12.339,13.564,1,3,4,4,4,5,4,4,4,5,3.6666666666666665,4.333333333333333,4.333333333333333,About once a month.,0,3,3,2,2.6666666666666665,7.237,7.237,11.903,1,3,5,3,3.6666666666666665,18.317,18.317,19.216,1,Male,NA,18,China,95,China,0,NA,NA,NA,NA,27.551,27.551,88.045,1,40763,NA
nb06sa,2024-03-08T14:29:33Z,2024-03-08T14:39:31Z,IP Address,100,597,TRUE,2024-03-08T14:39:31Z,R_8P6V9vFHuOWj9no,anonymous,EN,n,b,06,s,a,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,At least one of my parents has experience as a self-employed person.,0,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,2,15.101,42.601,49.227,3,2,5,6,4.333333333333333,3.554,3.554,4.889,1,5,6,5,5.333333333333333,3.068,3.068,3.528,1,5,6,7,6,5,3,4,3,5,4.666666666666667,6,4,Several times each week.,frequent generative AI user,2,2,1,1.6666666666666667,3.1,3.1,5.85,1,5,5,5,5,3.582,4.353,4.786,2,Female,NA,31,Indonesia,2,East Asia & Pacific,0,NA,NA,NA,NA,0,0,28.692,0,72908,NA
nf20xo,2024-03-08T14:29:23Z,2024-03-08T14:40:26Z,IP Address,100,662,TRUE,2024-03-08T14:40:26Z,R_8w1qti2Z7uZaXQz,anonymous,EN,n,f,20,x,o,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,None of the above.,0,0,Computer Science / Data Science / Informatics.,A programme without a business component,2,7.251,9.377,20.649,5,7,7,7,7,2.043,2.043,4.09,1,7,6,7,6.666666666666667,3.97,5.238,6.684,2,6,7,5,7,1,4,5,5,5,6,4.333333333333333,4.666666666666667,Once or more each day.,frequent generative AI user,1,1,1,1,1.377,6.262,7.284,14,7,7,6,6.666666666666667,0.896,2.786,3.571,2,Male,NA,23,China,95,China,0,NA,NA,NA,NA,12.405,12.405,35.781,1,81778,NA
nh03jm,2024-01-31T11:28:38Z,2024-01-31T11:38:36Z,IP Address,100,597,TRUE,2024-01-31T11:38:37Z,R_4I6LctyYm0BBhXH,anonymous,EN,n,h,03,j,m,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,3.554,0,I have experience as a self-employed person.,0,entrepreneurial experience –broader,At least one of my parents has experience as entrepreneur.,entrepreneurial experience – narrower,entrepreneurial experience – broader,"Language and Business (for example, French and Business, German and Business).",Another programme with a business component,2,9.211,9.211,16.718,1,6,6,6,6,2.61,2.61,3.689,1,5,3,4,4,2.997,2.997,4.376,1,6,4,5,6,6,5,4,6,3,6,5,4,Several times each week.,frequent generative AI user,3,2,2,2.3333333333333335,3.059,3.059,3.988,1,6,7,7,6.666666666666667,2.496,2.496,2.986,1,Female,NA,22,United Kingdom,59,United Kingdom,1,NA,NA,NA,NA,3.497,9.646,94.87,2,60732,NA
nl06rj,2024-01-31T11:27:31Z,2024-01-31T11:35:22Z,IP Address,100,470,TRUE,2024-01-31T11:35:22Z,R_6KVxrY2KOfdg7XH,anonymous,EN,n,l,06,r,j,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,6.495,0,None of the above.,0,0,At least one of my parents has experience as a self-employed person.,0,entrepreneurial experience – broader,Mathematics / Mathematics and Statistics / Applied Mathematics.,A programme without a business component,1,3.571,3.571,7.539,1,4,5,4,4.333333333333333,5.122,5.122,6.322,1,5,3,5,4.333333333333333,6.081,6.081,6.93,1,6,7,6,7,5,6,6,6,3,6.333333333333333,6,5,Several times each week.,frequent generative AI user,3,2,2,2.3333333333333335,2.235,2.235,3.874,1,4,4,5,4.333333333333333,2.416,2.416,3.215,1,Female,NA,21,United Kingdom,59,United Kingdom,1,NA,NA,NA,NA,5.164,5.164,26.413,1,47140,NA
nt12mj,2024-01-31T11:27:18Z,2024-01-31T11:36:24Z,IP Address,100,545,TRUE,2024-01-31T11:36:24Z,R_7S8qBo5PKWNnltf,anonymous,EN,n,t,12,m,j,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,I have experience as a business owner.,entrepreneurial experience – narrower,entrepreneurial experience –broader,At least one of my parents has experience as a self-employed person.,0,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,3 or more,3.801,3.801,5.39,1,7,7,7,7,3.243,3.243,4.067,1,6,7,7,6.666666666666667,2.112,2.112,2.789,1,7,5,4,4,4,4,4,4,4,5,4.333333333333333,4,Several times each week.,frequent generative AI user,1,1,3,1.6666666666666667,1.736,3.238,20.28,2,4,6,6,5.333333333333333,4.584,4.584,5.275,1,Male,NA,21,United Kingdom,59,United Kingdom,1,NA,NA,NA,NA,5.459,5.459,21.569,1,13425,NA
nz21ms,2024-01-31T11:28:21Z,2024-01-31T11:45:56Z,IP Address,100,1055,TRUE,2024-01-31T11:45:57Z,R_4VILxcdt31W1Xrq,anonymous,EN,n,z,21,m,s,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,1,10.336,10.336,73.76,1,6,7,6,6.333333333333333,5.181,5.181,6.303,1,5,4,5,4.666666666666667,12.367,12.367,14.395,1,5,5,5,7,1,6,5,6,3,6,3.6666666666666665,4.666666666666667,Several times each week.,frequent generative AI user,3,1,2,2,12.035,16.298,17.225,2,4,6,5,5,3.461,3.461,4.319,1,Female,NA,23,China,95,China,0,NA,NA,NA,NA,13.369,13.369,45.114,1,93962,NA
ob30sa,2024-01-31T11:27:34Z,2024-01-31T11:40:05Z,IP Address,100,750,TRUE,2024-01-31T11:40:06Z,R_6esge1FUS8mHr0P,anonymous,EN,o,b,30,s,a,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,I have experience as a self-employed person.,0,entrepreneurial experience –broader,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,3 or more,6.804,7.815,13.139,2,5,5,5,5,14.12,14.12,14.824,1,6,6,7,6.333333333333333,6.559,6.559,7.662,1,7,5,5,7,3,2,2,5,3,6.333333333333333,4.333333333333333,2.3333333333333335,Once or more each day.,frequent generative AI user,2,1,1,1.3333333333333333,2.925,2.925,3.774,1,6,7,6,6.333333333333333,3.719,3.719,4.454,1,Male,NA,22,United Kingdom,59,United Kingdom,1,NA,NA,NA,NA,0,0,44.869,0,48617,NA
ow08jo,2024-01-31T11:27:11Z,2024-01-31T11:38:10Z,IP Address,100,659,TRUE,2024-01-31T11:38:11Z,R_7YjbtdTJVMrA7kZ,anonymous,EN,o,w,08,j,o,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,13.006,0,I have experience as a business owner.,entrepreneurial experience – narrower,entrepreneurial experience –broader,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,0,22.706,22.706,25.538,1,5,6,6,5.666666666666667,2.943,3.565,4.076,2,4,3,5,4,4.746,4.746,5.647,1,6,5,6,6,7,5,5,4,4,5.333333333333333,6,4.666666666666667,Twice or three times a month.,0,3,2,2,2.3333333333333335,32.074,35.9,37.026,4,4,4,3,3.6666666666666665,2.427,2.427,3.29,1,Male,NA,21,United Kingdom,59,United Kingdom,1,NA,NA,NA,NA,14.17,14.17,103.835,1,16184,NA
pb27dd,2024-01-31T11:28:03Z,2024-01-31T11:37:25Z,IP Address,100,561,TRUE,2024-01-31T11:37:26Z,R_6pYDWbP97gWoBqu,anonymous,EN,p,b,27,d,d,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,3.669,0,None of the above.,0,0,At least one of my parents has experience as entrepreneur.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,1,4.434,4.434,8.223,1,5,5,3,4.333333333333333,3.829,3.829,4.635,1,5,3,5,4.333333333333333,5.217,5.217,7.023,1,3,5,5,5,5,3,5,6,3,4.666666666666667,5,3.6666666666666665,Several times each week.,frequent generative AI user,2,1,1,1.3333333333333333,1.997,1.997,8.485,1,5,4,5,4.666666666666667,4.925,12.29,13.263,2,Female,NA,21,United Arab Emirates,1,Middle East & North Africa,0,NA,NA,NA,NA,0,0,38.185,0,12088,NA
pd30ta,2024-01-31T11:50:17Z,2024-01-31T11:59:06Z,IP Address,100,528,TRUE,2024-01-31T11:59:06Z,R_8fqEhMERKpxqsm9,anonymous,EN,p,d,30,t,a,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,15.821,0,I have experience as a self-employed person.,0,entrepreneurial experience –broader,At least one of my parents has experience as entrepreneur.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,1,15.759,21.636,22.335,3,5,5,6,5.333333333333333,10.034,10.034,10.734,1,5,3,6,4.666666666666667,4.755,4.755,5.42,1,6,6,5,6,5,5,5,6,3,6,5.333333333333333,4.333333333333333,About once each week.,0,3,2,2,2.3333333333333335,5.114,5.114,5.94,1,6,6,6,6,4.308,4.308,5.04,1,Male,NA,21,United Kingdom,59,United Kingdom,1,NA,NA,NA,NA,14.381,14.381,37.423,1,72992,NA
pn10rd,2024-02-01T11:00:52Z,2024-02-01T11:15:01Z,IP Address,100,849,TRUE,2024-02-01T11:15:02Z,R_4hfa7Wwiw5W4EJr,anonymous,EN,p,n,10,r,d,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,Law and Business / Psychology and Business / Economics and Management.,Another programme with a business component,3 or more,8.962,8.962,9.957,1,6,6,6,6,55.969,56.221,56.958,2,6,6,5,5.666666666666667,2.223,5.408,9.811,3,5,7,7,7,5,4,5,6,5,6,6.333333333333333,4.666666666666667,About once each week.,0,3,1,2,2,3.323,5.724,7.094,2,6,7,6,6.333333333333333,1.134,2.197,2.79,2,Female,NA,20,India,7,India,0,NA,NA,NA,NA,10.877,10.877,36.231,1,31450,NA
qe24zj,2024-01-31T11:27:35Z,2024-01-31T11:40:02Z,IP Address,100,746,TRUE,2024-01-31T11:40:03Z,R_6XDchYTNHcCQC9X,anonymous,EN,q,e,24,z,j,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,1,7.853,7.853,18.882,1,5,5,5,5,4.364,4.364,10.294,1,6,2,5,4.333333333333333,4.371,4.371,6.074,1,6,6,6,7,5,4,6,4,4,5.666666666666667,5.666666666666667,4.666666666666667,Several times each week.,frequent generative AI user,3,2,1,2,5.894,7.795,8.334,2,4,7,5,5.333333333333333,4.78,4.78,6.5,1,Male,NA,21,United Kingdom,59,United Kingdom,1,NA,NA,NA,NA,17.263,17.263,59.859,1,51961,NA
qh06ha,2024-01-31T11:28:17Z,2024-01-31T11:43:04Z,IP Address,100,887,TRUE,2024-01-31T11:43:05Z,R_4iL4XeNkyyb1PWc,anonymous,EN,q,h,06,h,a,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,24.799,0,I have experience as a business owner.,entrepreneurial experience – narrower,entrepreneurial experience –broader,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,I am in another programme at the University of Edinburgh.,A programme without a business component,1,6.8,7.558,8.449,2,4,5,5,4.666666666666667,9.453,9.453,10.305,1,6,5,5,5.333333333333333,56.108,56.93,58.437,2,6,6,6,6,5,5,6,5,6,5.666666666666667,5.666666666666667,5.666666666666667,Several times each week.,frequent generative AI user,3,1,2,2,3.509,3.509,5.393,1,4,3,4,3.6666666666666665,3.917,5.113,6.908,2,Female,NA,20,China,95,China,0,NA,NA,NA,NA,26.624,26.624,65.672,1,35103,NA
qx05jj,2024-01-31T11:28:06Z,2024-01-31T11:41:35Z,IP Address,100,809,TRUE,2024-01-31T11:41:36Z,R_8M988XHQmPFXAEf,anonymous,EN,q,x,05,j,j,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,Mathematics / Mathematics and Statistics / Applied Mathematics.,A programme without a business component,0,5.923,5.923,11.383,1,6,6,7,6.333333333333333,10.013,10.636,11.006,2,7,7,7,7,4.466,4.466,5.159,1,6,7,6,6,5,4,5,6,5,6,6,4.666666666666667,Once or more each day.,frequent generative AI user,3,1,1,1.6666666666666667,14.601,14.601,15.728,1,6,7,7,6.666666666666667,5.12,5.12,5.744,1,Female,NA,21,Australia,3,East Asia & Pacific,0,NA,NA,NA,NA,11.038,96.263,97.16,2,43173,NA
rc16pf,2024-01-31T11:27:00Z,2024-01-31T11:39:15Z,IP Address,100,734,TRUE,2024-01-31T11:39:15Z,R_71aCVLghDj2w9L4,anonymous,EN,r,c,16,p,f,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,I have experience as a self-employed person.,0,entrepreneurial experience –broader,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,"I am an exchange student, but I study business in my home university.",Another programme with a business component,0,9.469,9.469,11.454,1,5,6,4,5,4.156,5.679,6.474,2,3,2,3,2.6666666666666665,2.542,2.542,3.649,1,4,3,3,4,5,5,5,5,4,4.333333333333333,3.6666666666666665,4.666666666666667,"I have heard of, but never used any form of Generative AI.",0,3,3,3,3,4.342,4.342,5.999,1,5,5,4,4.666666666666667,3.711,3.711,4.588,1,Female,NA,20,United States,6,United States,0,NA,NA,NA,NA,17.499,17.499,61.084,1,61766,NA
re10na,2024-01-31T11:26:53Z,2024-01-31T11:37:42Z,IP Address,100,648,TRUE,2024-01-31T11:37:43Z,R_7DkBgu3RnMm1W41,anonymous,EN,r,e,10,n,a,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,At least one of my parents has experience as a self-employed person.,0,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,1,10.962,14.31,17.969,2,5,6,4,5,7.057,7.057,8.161,1,6,5,6,5.666666666666667,3.464,3.464,4.219,1,6,3,3,6,5,4,5,6,5,6,3.6666666666666665,4.666666666666667,Twice or three times a month.,0,2,2,3,2.3333333333333335,1.142,19.725,21.019,3,6,6,6,6,2.285,2.285,3.106,1,Male,NA,20,United Kingdom,59,United Kingdom,1,NA,NA,NA,NA,7.419,7.419,49.022,1,85199,NA
rg30pa,2024-01-31T11:29:40Z,2024-01-31T11:37:18Z,IP Address,100,458,TRUE,2024-01-31T11:37:18Z,R_3EF6mcYuN8L3BXN,anonymous,EN,r,g,30,p,a,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,7.446,0,None of the above.,0,0,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,2,7.26,7.26,8.677,1,6,5,4,5,3.933,3.933,4.996,1,4,6,6,5.333333333333333,4.615,4.615,5.495,1,5,4,3,6,5,5,5,6,5,5.666666666666667,4,5,Twice or three times a month.,0,3,3,3,3,6.203,6.203,7.283,1,5,6,5,5.333333333333333,3.231,3.981,4.447,2,Male,NA,22,Ireland,1,Europe & Central Asia,0,NA,NA,NA,NA,13.52,13.52,64.154,1,95019,NA
rh18as,2024-01-31T11:29:17Z,2024-01-31T11:36:23Z,IP Address,100,426,TRUE,2024-01-31T11:36:24Z,R_8WCjF7hwUs6OUrH,anonymous,EN,r,h,18,a,s,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,6.488,0,None of the above.,0,0,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,3 or more,18.883,19.921,21.362,2,6,6,6,6,2.908,2.908,3.883,1,5,3,4,4,2.616,2.616,3.475,1,5,5,6,7,7,7,6,6,5,6,6,6,Several times each week.,frequent generative AI user,2,1,1,1.3333333333333333,1.975,1.975,3.281,1,6,6,5,5.666666666666667,2.94,2.94,3.634,1,Male,NA,21,United Kingdom,59,United Kingdom,1,NA,NA,NA,NA,8.882,8.882,36.433,1,88739,NA
rk14rf,2024-01-31T11:29:32Z,2024-01-31T11:37:58Z,IP Address,100,505,TRUE,2024-01-31T11:37:59Z,R_48BV6FkiuvuznVO,anonymous,EN,r,k,14,r,f,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,10.302,0,I have experience as a business owner.,entrepreneurial experience – narrower,entrepreneurial experience –broader,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,1,17.734,17.734,25.302,1,5,6,5,5.333333333333333,4.199,4.199,5.107,1,5,3,5,4.333333333333333,5.769,5.769,6.57,1,6,6,5,6,6,6,6,6,3,6,5.666666666666667,5,About once each week.,0,2,2,1,1.6666666666666667,13.791,13.791,20.865,1,6,6,6,6,3.572,3.572,5.161,1,Female,NA,21,India,7,India,0,NA,NA,NA,NA,8.888,8.888,67.468,1,25064,NA
rl02hm,2024-02-01T09:11:03Z,2024-02-01T09:18:29Z,IP Address,100,445,TRUE,2024-02-01T09:18:29Z,R_1kvTILrw9JUFoOt,anonymous,EN,r,l,02,h,m,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,7.835,0,None of the above.,0,0,None of the above.,0,0,A programme at the Business School.,Business programme at the business school,3 or more,11.399,14.773,21.726,2,6,6,5,5.666666666666667,3.592,3.592,5.848,1,7,6,7,6.666666666666667,3.29,3.874,4.289,2,6,5,6,7,4,5,6,6,4,6.333333333333333,5,5,About once each week.,0,3,3,1,2.3333333333333335,4.382,4.382,6.968,1,5,5,4,4.666666666666667,3.805,3.805,4.608,1,Male,NA,20,United Kingdom,59,United Kingdom,1,NA,NA,NA,NA,11.04,11.04,46.131,1,45489,NA
rs02kd,2024-01-31T11:35:13Z,2024-01-31T11:40:58Z,IP Address,100,344,TRUE,2024-01-31T11:40:58Z,R_70pGVHUAqklJULC,anonymous,EN,r,s,02,k,d,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,I have experience as a self-employed person.,0,entrepreneurial experience –broader,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,Computer Science / Data Science / Informatics.,A programme without a business component,0,1.5,1.5,2.734,1,6,6,6,6,2.116,2.116,3.514,1,6,5,6,5.666666666666667,3.916,3.916,4.843,1,4,1,1,4,1,4,2,1,3,3,1,3,Several times each week.,frequent generative AI user,3,2,3,2.6666666666666665,5.249,5.249,6.458,1,5,6,5,5.333333333333333,5.78,5.78,6.843,1,Male,NA,24,France,1,Europe & Central Asia,0,NA,NA,NA,NA,5.821,5.821,28.39,1,26923,NA
